author,updated_at,like_count,text
@leechongmengdatuk9229,2023-12-30T10:11:49Z,2,觀看三位候選人的內容，對中華民國現況及兩岸，看來賴導還是不減他的風格～幹話王，沒重點。
@monachan6552,2023-12-30T15:54:54Z,1,侯友宜講的話永遠都是文不對題，侯友宜你到底有沒有知識水準
@vn1213,2023-12-30T08:52:25Z,1,哈哈哈哈哈哈侯友宜你真是夠了你要知道口業的力量，胡說八道，你真的不怕業力再現嗎 ？不要遺禍子孫啦。。侯友宜完全不把柯文哲放在眼裡。全力砲轟民進黨。。柯文哲你都胡說八道，趕快說明你的地為什麼會長出遊覽車你打別人都沒有問題，自己的問題都講不清楚
@frankchen1974,2023-12-30T11:26:29Z,1,侯友宜跟柯文哲都在講幹話，還在美化中國，它是我們的敵國。
@user-dz5xg2jk7n,2023-12-30T14:19:16Z,0,沒有炒房＇炒地才是真正跟人民站在一起的人！我覺得為人處事是比較正派清廉！臺灣的土地＇房屋就是被有些有權丶有勢的人，這樣慢慢的被炒上來了？如果再當上總統，握有大權，專鑽法律灰色地帶，就更無法無天了？居住正義呢？土地正義呢？
@cicici1111,2023-12-31T01:35:05Z,0,臺灣政壇郭臺銘的政治方向早知今日何必當初鞥政客早知他不會選到底狠的故事也既使花千億做公益也衹有十多%人支援而己政壇上獨立參選而勝出等零川普也加入共和黨才參選政客衹要他的鐵而非人遠離政治因非你的緣全裸退政治重返國際企業.人生更寫意.。己退選又為他人站臺拜票.中間選民也遠離而支持者更飛光.荒謬與無原則.更成笑柄.。郭臺銘出來全力支援侯為臺灣總統.太荒謬了更太離譜.郭全沒原則?郭支持者可全離去吧郭既然不選並害殘之前力挺他的老虎郭家軍的連署者既然二次虎頭蛇尾及狠來了.那就應該全裸退涉政治.鬥不過政客就別參與.做企業界老闆就行了。臺灣政壇郭臺銘的政治方向早知今日何必當初鞥政客早知他不會選到底狠的故事也既使花千億做公益也衹有十多%人支援而己政壇上獨立參選而勝出等零川普也加入共和黨才參選政客衹要他的鐵而非人遠離政治因非你的緣全裸退政治重返國際企業.人生更寫意.。己退選又為他人站臺拜票.中間選民也遠離而支持者更飛光.荒謬與無原則.更成笑柄.
@markdavid883,2023-12-30T09:59:25Z,0, 中共國，一線城市，跳樓大拍賣，買房屋主還幫忙付房貸，也賣不出去，其他地方更慘，國民黨投共，民眾黨舔共，還幫中共擦屁股，社會住宅政策，民進黨有國際觀，早就發現房屋未來的走向，只能作，不能說，控管社會住宅，絕對正確，臺灣的房屋超過20%空屋率，中共國的空屋30年，也消化不完，選總統，不是選裡長，要有一點程度吧！
@TPP2028KP,2023-12-30T09:57:57Z,0,美國都要與中國都要交流，避免軍事誤判，澳洲，越南左右逢源，票投綠營，兩岸沒交流，擦槍走火，發生誤判，引發戰爭
@user-sdpp,2023-12-30T12:12:49Z,0,一個正常人對上一個騙子跟一個貪官
@user-fj5dm1qi4s,2023-12-30T16:29:47Z,0,當時疫情的時候如果沒有民進黨政府的努力你們看看別個國家死了多少了人民應該知道感思
@user-ys4lj3iy5n,2023-12-30T23:44:21Z,0,疫情距離現在也不遠，記得臺北，新北嚴重，控制無能，候甚至快主張封城，由中央去後才搞定。
@ppeterpapa,2023-12-30T12:49:23Z,0,親中政黨絕不支援 小英總統的外交國防對外政策 讓世界看到臺灣 賴清德要延續小英路線 立委要過半 不然在朝小野大 國會議事杯葛 無法推行政策 潛艦造一半 臺灣變成中國的內政問題 國際社會怎麼支援臺灣過去的努力都白費了 臺灣不能再走回親中路線 要走向國際 維持民主自由
@jensonchen1206,2023-12-31T08:00:16Z,0,總結 賴清德表現最佳。
