author,updated_at,like_count,text
@PJ-gd6iu,2023-12-30T09:30:47Z,12,原來沒有法律可以遵循就可以無視法律 ，臺灣真是好棒棒的民主法治國家3:23:39
@user-gx3xu4yk1l,2023-12-30T11:26:08Z,12,這次總統選舉，國民黨的票輸民眾黨的話，百年政黨輸給4年小黨，真的可以吃大便了。
@pnjtzk,2023-12-30T08:39:49Z,11,侯真的是一開口我就想翻白眼，以前藍綠沒得選只好無腦的挑一個，這次認真的聽，選柯才是臺灣的機會
@Gary-uo7sf,2023-12-30T08:42:21Z,11,政客把臺灣企業競爭力講的那麼好，那為什麼多數民眾薪資跟不上通膨，居住正義是口號，單純為了選票引起共鳴，真正需要正義的是過低的薪資結構，導致多數人民薪水跟不上國家的成長速度，導致消費力跟不上各商品價格成長速度，商品價格只是隨國家成長往上☝️這是健康的體現，不健康的地方在於多數人無法享有跟國家一同成長的果實。
@1984Helloworld,2023-12-30T10:06:57Z,10,誰讓中華民國臺灣，讓世界看見認同與洽談貿易經濟成長‼️  民進黨🈷️🈵誰讓中華民國臺灣被中共綁架92共識世界不敢為臺灣發生聲國民黨🈲🈵
@user-ec2oj3nb5d,2023-12-30T08:41:59Z,10,民主大選互相吐槽比以前幾屆有修養多，但政見到底勞健保會漲到到多少，物價等等
@taiwancfgbvxdhvc,2023-12-30T09:12:15Z,10,侯柯弍人，正吳三桂給中共攻臺藉口認九二共識，中共以平亂為藉口平內亂去攻臺，任何國家不能出兵助臺。
@user-vq1jv9gy7y,2023-12-30T09:53:43Z,10,相信中天民調的，國民黨支持者，快去買賭盤，實現名利雙收，侯老三賠率已經3.8了。。開票侯老三 中天要不要關閉YouTube ?假民調沒有底線的操作，真夠噁心的。欺騙支援你的人，你們於心何忍？為了人民幣也可以背棄新聞工作者的初心？
@user-ub5wn2qh2c,2023-12-30T10:05:50Z,9,三個人在辯論會都有口誤，但是國民黨＆柯文哲繼續用這個無聊的口誤話題來打擊賴清德。我們選民很清楚，你們根本就是故意一直打擊，讓我們越看越清楚，所以很反感。。侯友宜在總統辯論會說：[ 反對廢除死刑 ] ，還先拿太太女兒當擋箭牌，辯論會只有滿肚子抱怨沒有政見。而柯文折20秒的咳咳⋯，簽了六點協議卻沒有交代不說清楚！
@smalllight745,2023-12-30T20:48:00Z,9,棄猴保柯
@chriswang6236,2023-12-30T09:39:49Z,9,A罵B罵CB罵A解說給C聽C罵AB
@sayangkelinci8875,2023-12-30T08:33:55Z,8,答非所問
@xudavid9803,2023-12-30T09:44:11Z,8,祈願臺灣人民這次要覺醒，選對的人帶領國家走對的路，不能走回頭路，確要脫下「大中華膠」外套，換上西裝，走向世界，才不用向前輩們的時代在獨裁極權專制下再次被「痛醒」。
@williamchen4943,2023-12-30T11:57:26Z,7,柯文哲和他的信徒似乎都知道怎麼辦，至少可以怨民進黨，其實稍微成熟點的人都知道，很多事都是兩難，並沒有完美方案讓你去選，成長是需要時間和代價的，只是希望臺灣不要被這股妖風邪氣傷害太大
@user-ix6mz5xq4j,2023-12-30T09:25:10Z,7,支援侯友宜，心疼賴清德，票投柯文哲
@yixuanzhang8221,2023-12-30T09:52:15Z,6,大家看完辯論會，應該都很清楚要選誰了
@AlininSun,2023-12-30T10:44:44Z,6,一個說謊說到自己都不認同自己的人  才會需要那麼多手勢不斷揮舞輔助不斷要別人相信自己反觀講真話  用真心的人  一字千金  份量價值就在那裡擺著聽得懂  看得懂的人  自然認同  無須被拉攏
@leemaogo,2023-12-30T08:29:28Z,5,候的辯論很失望~~~會跳針跟閃躲問題~~這樣很不行ㄟ
@user-xh1qz8ck9i,2023-12-30T08:44:20Z,5,末法時期 一女當國 大權獨攬 危急社稷濫用職權 箝制人權 黯黯陰霾 殺不用刀十二月中氣不和 手弄乾坤何日休一朝聽得金雞鳴 否極泰來九陽春文聖嘆：此為前象女子亂國未終，君臣內鬨。有一屬雞之紫薇武派聖君得寰宇豪傑九陽真龍降世相助。龍魔鬥法，頓有民風清明，穢氣消散之象。。賴又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙又在騙有在騙又在騙。大勢至家族站出來！為正義而戰！為人民而戰！為推之百世而不悖的道統而戰！！！民進黨不下臺 臺灣不可能變好！！！總統投三！政黨投九！立委概投國民黨！侯開龍運！趙韓護國！三陽開泰創新機！偃武修文 執中守一 定國安民功德盛！九陽龍族 民心所向 凡聖齊力向前行！大勢至家族 乘願而來 降生此處救苦救難大家辛苦了！！！局勢不是如此艱難，我們現在不會聚在這裡！最後一里路！精誠！團結！救臺灣！！！。國民黨全面執政！！！國家！正義！榮譽！國家！正義！榮譽！國家！正義！榮譽！國家！正義！榮譽！國家！正義！榮譽！國家！正義！榮譽！國家！正義！榮譽！國家！正義！榮譽！國家！正義！榮譽！國家！正義！榮譽！國家！正義！榮譽！國家！正義！榮譽！侯市長加油正義聯盟侯友宜。
@borjie88,2023-12-30T12:02:47Z,4,支援侯友宜先生，言之有物，這是最好的總統人選°
@samplusTW,2023-12-30T10:35:02Z,4,柯文哲最有高度，適合總統。侯最有正氣，適合警政署長。賴最堅持反共，適合監督執政黨。綠接替藍而勝於藍，難得可以一次滿足下架藍綠的兩派願望。
@ye-xionlin6976,2023-12-30T11:26:06Z,4,三立主播 也太不中立了  怎會那樣問 技巧性地偏袒 實在是不可取的媒體
@xiaoyansun5971,2023-12-30T09:02:41Z,4,月薪3萬 房價3千萬 要不吃不喝83.3年才買的起房 這樣還想繼續執政 笑死人
@user-vm5mz1mn6t,2023-12-30T10:58:28Z,4,賴清德怎麼有臉提出居住正義四個字 你的主子八年的居住正義 就是圖利了建商 看看執政八年房地產漲了幾倍 有夠扯到尤其高雄才讓他執政兩年多 中央地方上下交相賊 聯手利用臺積電炒房炒地
@jiantang3765,2023-12-30T14:13:34Z,4,投柯
@user-yq3tu4oe6p,2023-12-30T08:29:46Z,3,2024唯一支援柯文哲賴清德無意露出馬腳，柯文哲馬上追打，現在賴清德的中華民國災難論已經傳遍大小各媒體，殺傷極大，表現極高邏輯反應力。反觀侯友宜面對賴清德失言，反應還是太慢。
@user-zr7kg3mr8k,2023-12-30T08:46:37Z,3,賴副真的跟正常人不同我的房子沒問題 雖然是mk92年才蓋的喔！我說房屋稅繳惹（ 沒有建物權狀?）你們都是舔中 而臺灣已經獨立所以不需要再獨立一次惹XD。侯是唯一支援死刑犯須被執行死刑的也是唯一三組候選人沒有違建問題的侯康加油
@gsm1800900,2023-12-30T10:21:55Z,3,賴清德不要選中華民國總統️大家成全他，絕對不投賴蕭配️
@user-re6tw9ti2q,2023-12-30T15:42:22Z,3,三位打畢口水戰 期待拳擊賽上演更是精彩可觀賴神一直強調高舉蔡英文旗幟 為何當年要推翻她的政權？
@user-zw2ml7xm5h,2023-12-30T08:56:28Z,3,這真的必投柯了
@user-eu1nm1yr7n,2023-12-30T14:53:19Z,3,毫無疑問：3位侯選人當中最有實質內容的就是3號侯友宜！
@taiwanhello4495,2023-12-30T15:22:13Z,3,中華民國就是中華民國憲法 為何綠營要把它拆開講?   跟你講啦~中華民國或中華民國憲法綠營說走不去 換成臺灣或臺灣共和國憲法 打死我都不相信能走得出去!   又再玩文字遊戲 偷換概念。
@candychan8895,2023-12-30T09:59:09Z,2,柯騙蹭美蹭過頭啦，正式拉美介選，賴說他和他的美國人當選，風險最低，賴詐騙也拉美介選。
@user-lr5xo4ih4h,2023-12-30T09:18:24Z,2,3*3=9
@user-lh5wt1or6u,2023-12-30T12:39:12Z,2,癩孫選上總統，是臺灣人的大災難，棄孫、，票投①柯文哲，臺灣一定贏。不投藍綠，唯一支援柯文哲。癩孫非賴神是癩皮。狂打癩孫違建，票投①柯文哲
@user-hehehehehehehehhe,2023-12-30T12:01:33Z,2,賴清德，不敢面對臺獨
@0218Donna,2024-01-02T03:59:27Z,2,三立 我笑了
@byronlin1992,2023-12-30T16:47:33Z,2,藍綠還是在戶打啊
@greatsb0424,2023-12-30T15:01:08Z,1,賴清德說：中華民國（憲法）當成兩岸的護國神山？到底是1.帶來和平還是2.災難？    ….2:50分處。新青安貸款，沒限1.年齡1.首購3.排富4.沒轉售的限制
@godtone6,2023-12-30T14:08:43Z,1,賴清的發表的意思說，國民黨勝選的話，臺灣人民的各白業都會讓大陸人來強做，臺灣人就沒有工做作，賴講的話已散撥臺灣人了！有的人已相信，怕生意被大陸人強做，所以就要投賴清德，民進黨很會用話訴，要小心
@SUPER-kv3yu,2023-12-30T12:31:48Z,1,"賴，柯,講的都是表面話，如果是真的，怎麼當市長把市政搞那麼爛，唬爛比較容易，話每個人多會說，會去執行比較重要，大家要集中選票投會做事的人，侯友宜"
@user-dz1uu4zx6u,2023-12-30T09:32:49Z,1,3:57:22 開始柯文哲就一直咳嗽，直接逃避問題，你真的我哭死不想回答就直接肺癌末期25秒，楞是一句話沒說:)
@tahminpin2838,2023-12-30T09:37:18Z,1,候友宜才是真正有正義、有能力的引導者！提前祝賀你勝利當選
@yesohreally6184,2024-01-02T07:12:26Z,1,侯友宜回答的真好，電爆賴。支援侯友宜/趙少康1設立緝毒署2 重啟特偵組3 重新檢討課綱4 禮義廉恥/愛國心納入教育5打詐專法加重其刑，源頭管制跨部會執行6反廢死7青年購屋0頭期款最高可貸1500萬8癌症基金/65歲免健保費/80歲以上免巴氏量表9基本工資逐年調到33000，企業加薪增加抵扣200%10免費課後輔導到七點11補助凍卵3000012 成立體育暨青年發展部13推動行政院層級國民心理健康計劃14Ncc打掉重練15 少年刑事重大犯罪 刑事處分年齡下修到14歲
@mr.boyc2023,2023-12-30T15:27:36Z,1,我本來是深藍，看完辯論會後，決定投柯了
@user-qt3oc1ut9f,2024-01-02T15:20:14Z,1,美德贏臺灣
@user-zu9rk7hk4e,2023-12-30T08:38:59Z,1,棄柯保侯
@cheunkkwok7800,2024-01-01T00:21:15Z,1,侯市長針對賴的指控回應的很棒 ！每一項都傷在咽喉 打蛇打七吋 後段感性的訴求 更是明顯對比蔡政府對異已打壓的作為 加分 支援侯康。賴在打高空 開頭華而不實 誠意不足 不拆就是不拆 轉型8年了 轉到貪婪腐敗去了 既不檢討也無反省 最沒資格說公義的就是前後不一雙標的民進黨 你當選非臺灣之福支援政黨輪替
@ljx0928,2024-01-02T21:08:58Z,1,2023總統辯論、藍白不道德、聯合一起攻擊綠賴清德不容易、堅持、祝民進黨凍蒜 
@user-ig5od1qs7w,2023-12-30T08:34:44Z,1,侯講話經常流出兄弟氣口 你現在是要選總統欸  很欠高度大氣
@ghotig3684,2023-12-30T12:13:32Z,1,蔡的外交路線是？8年丟掉邦交國嗎？。2號可以退了
@user-ci3bm9yz4f,2024-01-03T14:30:39Z,1,我目前傾向的候選人是這樣的：  他作為公眾人物和政治領袖，瑕疵明顯  但內心柔軟、心底善良  他認真勤懇到可怕（吃飯一頓幾分鐘，工作每天 14 小時+）  務實、不畫大餅（明知『餅能換票』）  坦盪、不虛偽（我一生聽過太多官腔套話，見過太多表裡不一）  他不掩飾對惡強者的厭惡輕蔑  不鄙視普通人因 環境和智力、資源 受限導致的認知侷限、無力、偶爾惡言  不依靠 透過在愚弱者中 遮蔽真實與扭曲解讀，製造 仇恨 和 恐懼 來分裂國家  如果利於國家又現實可行，他會願意嘗試在堅守底線、保持尊嚴的前提下和自己個人不喜歡（甚至自己的大量支持者厭惡）的對手合作  面對容易但有所求的不義之財有骨氣，面對違背普世價值的不智民意有原則  居高位卻不屑權術；有光環，但並不濫用  他內心有顏色，但幾乎平等對待不同顏色（無論是政治光譜還是性取向）  他會出糗犯錯，但大多都能及時反省、糾正、交代處理細節  他的學習和進化速度快到我總是忍不住暗自驚歎「 政客是為了下一次的選舉，政治家卻是為了下一代人 」  他在真正用心思考臺灣長期未來，而不是僅未來 4 年  高喊“功成不必在我”的萬千，埋頭苦行的罕見  那是 政客 和 政治家 的區別  政客說話，關鍵內容要麼是 詆譭他人，要麼是 廣告自己，核心是透過 收窄、汙染、覆蓋 聽眾的認知半徑和路徑，來鞏固自己    政治家說話，則除了必要的 反擊 和 重複，更多是在不斷分享 新的知識、經驗、洞見，嘗試讓聽眾開拓視野，和自己一起更理性強大  我相信，『無論是面對 萬 人，還是僅對 1 人，只要有空就願意分享自己所見所得+推理過程』的人，才是有真正的政治信仰的人，是尊重我而不是隻想要利用我的人  他是個有智慧大愛又笨得讓我牽腸掛肚的老實人 我不擔心他偶爾的變，他一定會說清楚 因何而變 我心疼他罕見的淚，我知道他 為誰而流 而他的日常居然還如此可愛有趣，以至於我忍不住想象，“政治家”這個詞給人的印象，也可能因為他，而在全世界都發生一點改變（我希望最有可能能團結和強大臺灣的候選人能成功突破大量不公不義的傳統媒體、名嘴夾殺因此，以上全部文字都可隨意複製取用，而不必徵求我的意見）。當務之急：督促各家民調提高資料透明度讓真正關心民主的選民都能看到 原始資料，讓所有公民總能看到大家對 辯論 表現、對 政策認同 的 真實民意目前，傳統民調總體上暗箱嚴重（僅一家開始公佈原始資料），結果是，傳統民調 與 歷年真實選舉結果 總是差距過大新媒體民調 大多 存在有意無意的 取樣偏差，導致其中也常見 預測結果 偏離 事實，但由於整體資料透明度高，民眾還可以根據 原始資料 做加權校正自行檢驗注：在臺灣，目前唯一三腳督下最終所有名次預測正確率達到 100%，唯一歷次選舉前兩名歷史預測正確率 100%，原樣反映真實民意的民調的團體目前還只有 木炭民調(街頭有派對)他們原始票數柯勝，初步加權後 賴37.5 柯36 侯27我們不僅能看到其 原始資料，還能看到 調查過程他們的每次調查，我們可以對其進行實時監督、事後檢驗他們在全臺街坊，常見會 早市 和 日間/黃昏、夜市 搭配以平衡不同年齡層在以 中青年 為主的 夜市 上，白 總是勝出（只有兩場例外）以 中老年 為主的 早市 的票數上，綠 得票 有時接近 藍白 之和（臺北 等 則是 藍 勝 綠，都遠超 白）在 各地 分場票數上，各黨各有領先而最終彙總票，他們會根據縣市年齡加權後總體分析（推薦他們《環島民調資料大公開》這集的詳細講解）最重要的是：有機會看到 大量 的真實的普通民眾講出自己支援或者討厭一個候選人的實際理由（甚至孩子們也有發言的機會，雖然不給貼票；90歲 的老人也遇得到，甚至有時比年輕人表述更有條理）看到大家所真實在乎的
@user-ik5zb3ek1b,2023-12-30T12:58:30Z,1,唯一支援好康配
@user-ry5ev9px6d,2023-12-30T13:33:49Z,1,一個國家一定有憲法做為基本大法，沒有中華民國憲法就沒有中華民國，請問賴清德你是接受中華民國但不接受中華民國憲法嗎？。媽寶是唯一需要女人陪的呵呵呵！唯一哽咽的也是呵呵呵！我的天吶！
@user-uq1hx6bs3n,2023-12-30T08:38:44Z,0,賴避重就輕，侯火力稍弱，柯實問虛答。
@user-cv8wm5hq7k,2024-01-01T12:31:46Z,0,看評論留言還不如仔細看辯論。
@user-un4wh5ng1d,2024-01-01T14:27:31Z,0,站在藍營支持者的角度，就算出於務實的因素，也應該支援柯文哲。民調顯示，藍營歸隊後，柯文哲的支持者願意棄保的人不是很多，祇有有20%的人願意棄保，而且願意保藍的只略大於保綠的四五個百分點。假設柯有30%的支援率，也就是理想狀態下30×0.2×0.05，祇對侯有0.3%的利好。摸著良心講，藍綠的基本盤誰大誰小已經非常清楚了，侯也不可能突然吸收到中間選民，這0.3%基本上是無濟於事的。唯一有希望的祇有柯文哲，在傳統藍綠媒體的民調上，柯確實落後侯，不過摸著良心講，你們信嗎？
@ooq8901,2023-12-30T08:58:35Z,0,支援侯！！！！
@CK88836,2024-01-01T15:37:28Z,0,賴清德不同意憲法，那你改憲法啊；光說不做，騙票8年還不夠。
@Ofngkfhlgg,2023-12-30T08:45:48Z,0,賴蕭配 當選 2號。Made in Taiwan。美德贏臺灣
@user-kx6ot7hr2b,2024-01-02T16:46:40Z,0,2:53:09三位候選人裡只有柯文哲沒有拋棄大陸淪陷地區的民眾，唯一支援1號。
@user-nw8yn5dv2r,2024-01-02T16:26:06Z,0,老柯在哽咽可嚇死賴皮蛇怕選票流失
@winfieldyf6467,2023-12-30T08:44:52Z,0,我本來純白現在改投賴
@DennyHung87006,2024-01-02T08:58:20Z,0,侯最有人味！其他賴柯都是自私的機器人！。侯康，臺灣穩定的力量！。我本來是柯粉，看完我轉投侯康！。看來，只剩侯康才能帶來穩定！
@645valor2,2024-01-02T09:08:59Z,0,唯1支援柯文哲，改變臺灣，帶領國家正常化！
@user-le5lt1vt6o,2023-12-31T17:43:28Z,0,我們全家決定棄柯文哲保侯友宜順利當選。侯友宜加油！
@user-dc3bv7bk7x,2024-01-02T12:56:30Z,0,我本來支援侯友誼 聽完這場後 我更堅定的支援侯友誼～
@evansu3619,2024-01-02T16:08:50Z,0,愛臺灣，就投3！總統投侯康，臺灣見陽光，換屆國民黨，人民有希望！
@user-rl6qm5he3e,2023-12-30T12:45:50Z,0,棄侯保柯
@tslow1829,2023-12-31T05:18:01Z,0,投侯康3️⃣3️⃣3️⃣堅持反廢死
@user-jk7zg1bj8f,2023-12-31T13:05:10Z,0,我本來是深藍的現在看完辯論改投柯
@dai8143,2023-12-31T11:49:12Z,0,如果有時間的話，都希望能夠多多關心國際新聞，不要聽單一的新聞，這樣可以讓自己更好的判斷各個政治團體的好與壞，再過兩天2024年將要來臨了，沒有人想過亂世佳人的生活，我們都想過快快樂樂每一天，政治人物說的話都是大同小異，都是為了他們自己的利益，所以不用聽其言，多多觀看其所作所為即可，加油，可愛的地球人。世界和平萬歲
@user-ge6bp1el9f,2023-12-30T12:03:09Z,0,柯文哲真的太強了 這次沒辦法含淚投國民黨 希望投柯文哲是我這輩子做過最正確的選擇
@david30930,2024-01-03T15:11:40Z,0,~~民進黨一定要倒，不然臺灣一定會先倒~~民進黨已完全執政7年多，只會用意識形態治國，說謊欺瞞百姓，貪腐腐敗，圖利廠商與同黨人士，抄襲騙取學歷，與犯罪集團勾結合作，問題與弊端連連，房物價飛漲，國家停滯不前，貧富差距嚴重加劇，黨政軍進入校園與媒體，操控國家機器與媒體，操作對立與仇恨，抹黑造謠，箝制言論自由，民主倒退，放任網軍與側翼，擾亂國家秩序，疫情嚴重時，動用8千多億的預算卻缺東缺西，政策反覆，罔顧百姓性命與醫護安全，死傷慘重。還有當初承諾過百姓的勞工權益，居住正義，司法改革，前瞻計畫，長照計畫，能源政策，交通建設，幾乎全都跳票，還用特別預算，濫用公帑，舉債2兆多元。
@allenypan,2023-12-30T13:13:36Z,0,侯友宜今天的表現很明顯了，他支援棄侯保柯來達成政黨輪替，侯侯是國民黨最後良心
@danielho2880,2023-12-30T13:18:05Z,0,臺灣是中國不可或缺的一部份、九二共識、與一中、是事實、請賴不要模糊空間、要選總統是中華民國、不容抹滅;我對侯市長所述認同與支援🇹🇼
@kukukuro5342,2023-12-30T13:30:58Z,0,整場辯論會看完 賴清德 答非所問 侯友宜 火力不足 柯文哲 平穩 沒做法。中天新聞 再不回覆52臺 影響力會越來越低 我是中天 超級支持者 真的很擔心 中華民國 會被民進黨 賣掉 中天加油 加油加油
@user-rv4hz4xx3s,2023-12-30T11:21:15Z,0,只有柯在回答問題，也只有柯敢回。其他兩位，似乎都在逃避，跟拖延時間？？
@lelinhlam5859,2023-12-30T10:43:46Z,0,清末西方列強是要中國開放市場，而不是要佔領中國的土地，而如今中國並不要和臺灣做生意，而是要吞併臺灣，消滅中華民國，柯文哲還在說生意、貿易簡直是在扯淡！這種不識時務的人能當總統嗎？
@user-ri3nx1mk8e,2023-12-30T14:38:24Z,0,3399
@user-fv7qn2xh5y,2023-12-30T14:49:44Z,0,『可笑的傳統民調』，以比例來說這次40歲以下年輕票柯幾乎拿走65%，40-60青壯年大概綠>藍>白，但彼此差距不大，而60歲上老年票則白幾乎沒票，而綠>藍，但兩者差距不大。問題來了，國民黨在幾乎沒有年輕票，青壯年也沒優勢，而老年又被綠分走超過一半的情況下，請問他那麼高的民調哪生出來??很簡單的算術問題，就知道現在這些民調有多可笑。而為什麼這些民調都很有默契把白做到最低呢?猜測原因 :1.以民進黨角度，再刻意把藍白做到55波已經沒意義了，因為他知道白的票很多都是討厭藍綠，而且柯目前氣勢很強，萬一那些還在藍白觀望中的選民在55波的情況下倒向柯呢?2.以國民黨角度，他們也樂觀其成配合民進黨，不然難道他們要承認自己民調輸柯文哲? 對他們來說可以輸了這次總統選舉，但絕對不能輸給柯文哲。▶想下架民進黨的人不要再猶豫了，柯文哲才是最有機會的，現在的情況跟當初韓國瑜選高雄很像，網路風向其實很明顯了，只差在這次傳統媒體全都在一起狼狽為奸，不要在被那些背後一堆利益關係的媒體影響了我們的判斷!!想知道真實民調的人建議去看YouTube『街頭有派對』就知道這些傳統民調有多無恥。
@user-np4lr3bz1g,2023-12-30T14:50:12Z,0,侯友宜當選總統 要重用柯文哲的 長才
@user-nr6uc7pu2e,2023-12-30T09:58:59Z,0,今日有人打太極，顧左右離題扯別人太明顯，不拆就不拆。誰說侯口才不好？賴，支援 皮寮、臺獨、什麼能源、廢死、高階嗎？沒直球沒接球？空話啊？？？。侯！直球！也接球！賴...根本沒答啊！一直扯別人？柯..哽咽賴柯似乎沒答支不支援廢死啊？？？？？
@user-wz1du6sc1c,2023-12-30T09:54:56Z,0,臺灣主流民意反對廢死 侯市長站在民意這邊 不用納稅錢養死刑犯 並且打擊犯罪！另外兩人完全不敢接招 賴皮不用說 根本鬼扯 柯主席用國際潮流搪塞 問題是現在在選中華民國總統！民意希望執行死刑 嚇阻犯罪 穩定治安！
@iru926,2023-12-30T15:59:44Z,0,___以下為未來人發表的預言___ A 國內重要人物大事記 1. 2024 年柯文哲搭檔黃珊珊，當選總統 2. 2024年侯友宜市長將會被罷免，朱立倫辭去黨主席 3. 2028年年柯文哲當選總統 4. 2032年蔣萬安當選總統 5. 2036年鄭文燦當選總統。兩岸情勢變化 1. 柯文哲「以民主自由統一中國」的理念深深影響未來兩岸局勢 2. 柯文哲任內與中國簽訂許多兩岸交流政策，並提出新的共識，包含兩岸同屬一個「中華」，為統一奠定基礎。 3. 將來會有臺灣人在中國宣揚和領導民主理念，統一將會以臺灣（民主）統一中國的方式進行
