author,updated_at,like_count,text
@Sjyuki,2024-01-11T22:24:13Z,1,真牛逼 。。。全世界通膨，中国通缩，是中国有问题，全世界都让美国爸爸收割，你中国为什么不让美国爸爸收割？你中国就有问题~~真是经济鬼才！！！棒，台湾就应该选这种人！！！
@bingyangzhao5317,2024-01-11T22:22:26Z,0,柯的发言比较务实。 但是蓝绿势力盘踞这么多年，不知道柯如果上台能否开创新局面。 拭目以待吧。
@user-wf6xb7ie9i,2024-01-11T21:48:05Z,0,"認不認同憲法和選不選總統不是絕對正相關，可以不認同憲法裡說的中華民國含中國大陸地區，因為這本來就是當時制憲者不切實際的妄想，也是這一點害台灣深陷現在的困境! 修憲本來就是與時並進的事，不是寫在憲法裡的就是絕對正確該被人人認同，做為一個將要帶領台灣往前走的領導者，該要對此有一個清晰的解決方案和執行時程，而不是明知錯誤還繼續堅持執行，愚忠也是有一個""愚""字。"
@ben7852,2024-01-11T21:35:11Z,2,票投1號，第一次投票獻給柯總統了
@w.z.6062,2024-01-11T21:23:20Z,0,投白就是支持綠營，賴蕭凍蒜啦！
@sabathiasabathia2033,2024-01-11T20:56:31Z,0,你曉不曉得你的外號叫賴功德🤣🤣🤣
@user-wi8op6el1e,2024-01-11T19:49:59Z,0,"論邏輯 投柯
論攻擊力 投賴
論看起來老實 投侯"
@KaKa-sq4in,2024-01-11T19:26:37Z,0,侯友谊形象不行，说话我也听不懂
@morrishuang7967,2024-01-11T18:35:40Z,0,这个侯说的是啥，一点都听不懂
@user-dx1ou3ec3q,2024-01-11T17:02:50Z,1,賴清德ㄧ開始就在騙、為什麼以前都不跟中共協商。是現在利用選舉來騙票。
@jayfang3673,2024-01-11T17:02:13Z,0,有没有出现“全球主义者“的话题？好像没有。中华民国在卫生防疫方面的主权是否交给了世界卫生组织？为什么？
@luismalone9002,2024-01-11T16:52:20Z,0,台湾是中华人民共和国领土，是不可分割的。不管是谁当局 都绝不允许搞台独，说实在的，之所以一直没用武力统一台湾是考虑到同根同族的。希望台湾当局和民众明白祖国对你们的用心。真要玩火走到危险的边缘相信祖国不会惯着你的。必将狠狠的教训的。那就相当于老爹管教儿子是理所当然的一样。
@user-kt8kp4gn7i,2024-01-11T16:28:01Z,0,"台視傳統新聞ㄟ
支持為台灣人民做事一步一步積沙成塔努力不懈的政黨，幕僚辛苦了
追隨正義為人民一步一步謀福利不容易、堅持下去為我們更為了之後的每一代⋯"
@7ispLgif-de7bx,2024-01-11T14:32:37Z,0,kp讲的理念有点像邓，赚钱是第一位
@user-uj6fi3fh4n,2024-01-11T13:50:26Z,0,怎么感觉侯友宜在捧柯文哲啊？  双方在打赖清德  但是侯友宜对柯文哲有点太宽厚了  一有机会全去攻赖了
@user-ei4ek1mo6x,2024-01-11T11:19:03Z,0,甘零娘，下午午睡自動播放到這部，侯友宜講話直接讓我做惡夢，夢到他在新加波幫我辦被詐騙的案子
@calcottiyg5249,2024-01-11T10:56:21Z,1,都是腐败无能的政党，只为自己利益，哪管百姓死活。
@user-rn4bk5ji6y,2024-01-11T08:05:00Z,1,柯应该当选
@tyk6772,2024-01-11T04:10:25Z,1,那個在交互詰問的時候，侯友宜都猛攻賴清德，兩次沒問柯文哲，第二次的時候那個主持人還愣了一下😂😂😂2:04:04
@pengwei5596,2024-01-11T01:58:02Z,1,柯文哲只会讲干话，选了柯，香港的今天就是你们的明天
@akuma788,2024-01-10T20:38:15Z,1,柯講話真的有智慧 這點就夠了
@yekai6327,2024-01-10T17:18:03Z,1,國民黨內是不是，充滿自以為是的老頭們，為了自己巴著不放的權利，搞到沒人才了？
@user-rv5he3mq7u,2024-01-10T17:16:46Z,2,蓝绿在互喷，似乎只有柯文哲在正面回答问题，柯文哲给我留下了很好的印象。
@yekai6327,2024-01-10T17:11:20Z,0,重要的國事報導是不是可以不要亂插廣告⋯⋯⋯
@audiencey5458,2024-01-10T15:56:40Z,0,柯善于蛊惑人心
@manwai6496,2024-01-10T15:54:35Z,0,"侯友宜聽不懂他說什麼! 柯文哲不斷擦鼻, 明顯在努力說謊!"
@user-furaitochikin,2024-01-10T15:51:15Z,1,侯友宜好像覺得2分回答太短 都會延伸到下次回答多個一分鐘
@user-mv2kl3oz1k,2024-01-10T15:45:01Z,2,"拉下來看大部分的都投柯
我真的很想哭
台灣終於要醒了🥺"
@audiencey5458,2024-01-10T15:33:53Z,1,候看不上，柯感觉就喜欢道德绑架。他俩和赖放一起水平差太多
@webberchen6440,2024-01-10T15:15:32Z,1,一定要投赖清德啊！
@pakwan7780,2024-01-10T15:00:17Z,0,😊😊
@kampoengbatoe2699,2024-01-10T14:43:19Z,0,"Do you think Taiwan will be ""The Next Ukraine""  OR ""The Next South Vietnam"" ?
In Vietnam war scenario, more than 50 thousands US troops died -- thus the war ended quickly. But in Ukraine war scenario, the US did not send any troops at all -- therefore the US can set up a forever war in Ukraine. No US troops on the front line, only the Ukrainian troops. So which of the 2 scenarios do you think the US will play for Taiwan ?"
@2027DFAN,2024-01-10T14:14:26Z,0,台北市長都沒做好自己提出的市政，嘴巴說的是一套，也是做不好。
@jiangtaohe7401,2024-01-10T13:54:25Z,0,毁灭台湾民主的团体，只能是台湾本地人，那些拿了共产党钱的人。
@jiangtaohe7401,2024-01-10T13:36:53Z,1,台湾的电视民主辩论比美国的好，中华民主的希望在台湾。
@pllp5592,2024-01-10T13:06:51Z,0,柯文哲找了一个不匹配的副总统候选人。功亏一篑
@hongtang1596,2024-01-10T10:21:14Z,2,柯这么受欢迎吗
@user-furaitochikin,2024-01-10T10:17:22Z,4,賴清德好吵喔 一直讚揚自己的老闆蔡總統做得多好 結果台灣許多問題缺電缺工缺勞保健保一大堆問題都沒解決台海越來越緊張只聽到他說國防我超強 一堆屁話
@rayli4237,2024-01-10T09:21:33Z,1,支持柯文哲👍，说实话台湾应该为还有柯这样的政客而庆幸
@user-gw8qo5zv8l,2024-01-10T09:18:33Z,2,"當初黃信介曾說，他的選票不止要贏對手，還要贏對手很多，多到連作票都來不及，共勉之！
貪腐ed藍及貪腐ing綠都下台！"
@user-op5nw5hs6b,2024-01-10T08:33:23Z,1,可以加个字幕吗？😂  方言听不懂😂
@LiqingShen,2024-01-10T02:55:28Z,0,希望赖清德赢 呵呵 我看看你有多硬
@tera5111,2024-01-09T23:26:21Z,1,柯文哲，有執行力，不貪污☝️
@zhanghongtao4005,2024-01-09T23:12:21Z,1,赖清德冻蒜，中华大一统靠你了，看好你。加油。习包子，别怂，加油
@bennysoh7857,2024-01-09T15:06:41Z,1,柯文哲加油，your supporters from Singapore 🇸🇬 ❤ 1:32:55
@user-bw1mo9xb2t,2024-01-09T14:34:39Z,0,我在想，如果大陆也变成像台湾一样民主自由人权社会，总统由真正的选举产生，台湾人民会赞同统一嘛？
@bmwe12199587,2024-01-09T14:31:57Z,1,支持柯。台灣需要改變。
@gemmavztell1821,2024-01-09T14:17:16Z,0,大陆同胞希望2号赖清德上台，明年咱们亲人们就能一起吃饺子了🎉
@user-vr4sw8gg2u,2024-01-09T13:47:41Z,0,"懇求天主選出一位真正為國為民的台灣元首😊
阿們。🙏"
@user-ml5mq6vg5q,2024-01-09T12:53:50Z,0,"某些政黨連好好準備政見都不願意...一而再再而三地當人民都是傻瓜,再再表現出看不起人民的態度...只有一位認真準備,認真思考人民所需!認真看完的人要選賢肯定不難!"
@lisalee3479,2024-01-09T11:58:24Z,1,柯文哲說的最好，挺柯❤
@yuhaoren5616,2024-01-09T07:22:12Z,1,羡慕台湾的民主 至少你们能投票
@alpacino3366,2024-01-09T04:45:13Z,1,投柯文哲欸
@leod4766,2024-01-09T04:16:53Z,0,Japan-the maggot of the eath.
@wijenvanoosterij3581,2024-01-08T21:42:25Z,2,选柯文哲吧，感觉真实一个情商智商双高的智者，说话逻辑关心非常明确，还不失幽默和风趣。如果他当选，台湾兴也！未来也许不是中国首付台湾，搞不好是台湾最终唤醒了中国的民主化进程呢吧
@judychang1702,2024-01-08T18:51:41Z,0,"老柯時常在各埸合重復美國布林肯的話。一方面向美國說我將按照你的方法來治國以向美方示誠。其次告訴台灣人民我也會對抗。
他這話乍聽之下好像很有道理。可是台灣是美國嗎？那些方面可和美國比擬？你要和大陸合作他就和你合作嗎？你能提出什麼對等利益和大陸交換？該和大陸競爭時就競爭？請說出如何競爭？一個ECFA加関稅就將台灣產業打的落花流水連帶後續的失業問題，你憑什麼和美囯一樣的和大陸談競爭？最後說到對抗那更是老柯你的夢想了。錢给了老美武器仍然只聞樓梯響，給的武器非我所要。請問你憑什麼對抗？拿起掃帚？兩方實力懸殊無異以卵擊石。
老柯不實際的口號打選戰以及晨說夜改今說明不認帳的個性，已經清楚的呈現在大家面前。判斷他是不是最佳人選在你智慧的腦中。"
@user-qv6fc4lr1v,2024-01-08T16:42:55Z,0,"侯友宜專訪可以直接跳28:25
政府編列了兩百多億打詐
結果越打越多
到底具體做了什麼也說不出個所以然來
還不如侯具體論證該如何有效打詐
台灣現在就是犯罪率過高
各種毒品、詐騙、黑道、黑金、校園犯罪氾濫

柯的重點在社會福利制度
但事實就是
社會要先安定才會來談福利
哪怕可以並行
但主要還是要侯來做
才能從根本解決問題
侯一樣能用聯合政府讓柯繼續在他該有的位置上好好做事

更何況，柯要的透明、公開、清廉
有哪一項是刑警出身一路做到參選國家元首做不到的?
https://www.youtube.com/watch?v=AGYMWt-FQUU&ab_channel=%E5%8F%B0%E8%A6%96%E6%96%B0%E8%81%9ETTVNEWS"
@ryanx6462,2024-01-08T14:59:48Z,0,台湾，加油！！！
@oscarling3127,2024-01-08T13:40:54Z,0,后面越听越闷 讲来讲去 三度屁
@jason9286,2024-01-08T11:00:27Z,0,幫高調
@MiracleKY,2024-01-08T09:40:52Z,0,我愛習爺爺。 回來祖國吧。
@evanzhang7464,2024-01-08T08:54:57Z,0,留岛不留人
@chenrulyu8511,2024-01-08T07:40:36Z,0,侯友谊先生能不能讲普通话呀 作为大陆人真的听不懂😭不过我支持蓝白合
@leili8321,2024-01-08T05:39:47Z,0,tui
@user-wg4bd1gy4j,2024-01-08T04:50:39Z,0,"維持現況不是柯要做的,啊你賴清德是台獨工作者,你應該當選後宣布台灣獨立才對!!"
@xuyanyue7459,2024-01-08T00:17:26Z,0,台湾选举讲那么多闽南话听也听不明白，你不管是不是想独立不也要争取大陆普通人的理解和支持吗，讲闽南话传播力度不是差十万八千里
@user-lw7ou4hb4g,2024-01-07T23:59:05Z,0,陳菊加油😊
@user-te2uo7zz3j,2024-01-07T23:41:25Z,0,我是来看笑话的😂
@user-hw5tp3vp6c,2024-01-07T23:18:31Z,1,这地方台就是牛 这么严肃的场合我跟看综艺一样😂😂😂
@user-wv8fi1px2l,2024-01-07T21:10:00Z,1,什么时候大陆有这样的情景，她一定是世界上最美的国家！
@jerrywu3924,2024-01-07T18:51:30Z,2,聽完賴副總統的話 我決定要來找個荒郊野外蓋我的城堡了
@user-zl5in3nf7n,2024-01-07T18:18:14Z,0,幹
@andrewyeung3539,2024-01-07T18:14:01Z,0,中華民國臺灣應該實現民主統一兩岸，團結被49年分列的兩岸人民！
@TaiWanWin668,2024-01-07T17:39:26Z,0,不要再讓歷史重演，阿扁，連和宋
@TaiWanWin668,2024-01-07T17:36:45Z,0,柯很好，但投柯 = 投賴
@nolychou2538,2024-01-07T16:17:00Z,3,越發覺得柯P有李光燿的風範，希望帶領台灣走向真正的民主、和平、國際化🎉🎉
@nolychou2538,2024-01-07T16:14:11Z,2,我們要知道高端採購價，而不是保存/封存30年😅
@szh1834,2024-01-07T16:13:17Z,0,侯的话大家都听得懂？
@zhujunzhou3150,2024-01-07T15:40:23Z,0,台湾人都能听懂闽南语吗 侯一直讲闽南语
@user-qr8ml6hl1g,2024-01-07T13:47:04Z,1,"支持柯文哲🎉 我會投柯 
其他兩個不知道在講什麼？"
@user-gg2tm7rr6b,2024-01-07T12:18:15Z,0,https://www.youtube.com/watch?v=n-Agvwt7V1Q  原來總統大選 投票 還可以作票喔 操 影片  7:21
@user-qt8oe7cb2z,2024-01-07T11:17:22Z,1,"說真的 , 侯侯在講警察故事的確感動到我 , 可惜他選的是總統 , 如果是選警政署長 , 侯侯是不二人選"
@zhenxinzhang7758,2024-01-07T06:41:02Z,2,无论如何，请台湾人珍惜手中的选票，积极参与投票，谨慎投票。要知道，对岸的我们争取了一个多世纪，依然手无片纸，前路迷茫。
@agafan4ever,2024-01-07T06:07:40Z,2,不明白為什麼柯文哲民調總是老三，希望奇蹟發生，柯p當選
@agafan4ever,2024-01-07T05:58:10Z,2,侯友宜台語太多，超過一半時間不懂在講什麼，剩下聽懂的大部分是警察故事
@user-ug3jv2ml6w,2024-01-07T04:45:10Z,1,問一下喔..賴清德..一位領導人..本身未能遵守台灣的法...以身作則...那底下的真的會守法嗎????網軍帶風向...以後有機會這些以國安法這群人一起抓...真的...知法犯法
@andrewfu9363,2024-01-07T03:21:50Z,1,如果我能投票，我优先选择柯医生😊
@gdragond9167,2024-01-07T02:58:25Z,0,"讓我笑一下三流的媒體提問，一流的一個總統。
能提問的恥度很高。"
@allen-ff7zx,2024-01-07T02:35:26Z,1,"不考虑内容，不考虑立场，这个形式确实值得我们学习。
虽然有可能最终做不到言行一致。
但起码也是一个了解候选人立场的好平台。"
@user-ry1tq6tp4d,2024-01-07T01:53:09Z,1,当今台湾及国际媒体都被共产党渗透的大环境下，留言区里如此数量的支持柯p……看样子共产党一贯作风没有变
@agamagtdbt6027,2024-01-07T01:21:50Z,0,"這真的嗎
若真，柯選不得
不夠專業"
@N0engc1ongj1iuc5ong,2024-01-07T00:50:00Z,0,可支持柯P
@N0engc1ongj1iuc5ong,2024-01-07T00:41:29Z,0,賴這傢伙上台台灣有好戲看了
@user-rq3kr2zf5v,2024-01-07T00:27:49Z,0,好奇问一下，像记者提问这个环节，是否题目会事先准备并跟竞选人沟通过呢？因为三位的回答都非常快且流畅，哪位台湾朋友请帮助解答一下，谢谢
@user-fs9wd5oy9t,2024-01-07T00:22:33Z,0,會不會要我做功德幫他賺錢?
@user-pl3qg9fk9l,2024-01-06T23:10:58Z,2,阿北太強  邏輯讚
@user-dk1hw8vh1x,2024-01-06T22:37:18Z,2,每次柯文哲講完畫面轉到主持人 他的表情都一臉：這人超派😳😂
@lelewww,2024-01-06T21:39:41Z,2,有谁能给我解释一下为什么只有猴幼姨一直不断的吧啦吧啦讲台语呢？
@ben31414,2024-01-06T21:34:43Z,1,唯一支持柯文哲
@user-dk1hw8vh1x,2024-01-06T21:30:42Z,2,28:16 😂讚讚讚👍
@user-dk1hw8vh1x,2024-01-06T21:14:44Z,2,賴清德滿嘴騙無知的選民😮‍💨
@makie2013,2024-01-06T20:46:18Z,0,"😂 😂 😂
侯友誼問 柯文哲答 
結果變成兩個人都在攻擊賴清德"
@fn4353,2024-01-06T19:42:41Z,2,即使沒看辯論會，我也會投柯，柯八年市長政見達成率97%，侯不到30%，賴都跳票
