author,updated_at,like_count,text
@user-oq7jo8hu5l,2023-12-31T22:43:08Z,0,清德兄，你趁現在還沒520交棒，讓蔡英文快點通過刪除中華憲法，直接成立台灣共和國，不然你當中華民國總統也厭棄，直接成立台灣共和國，元首制度民進黨世襲制不是更爽，誰能搶，快點吧。
@user-gu1ew3ux2p,2023-12-31T18:18:48Z,0,"電視辯論網路同一時間段：
台視新聞最高7萬多
柯文哲個人頻道6萬多
三立新聞2萬多
BBC中文頻道1萬多
中天新聞8千多
TVBS新聞2千多
民視新聞7百多
東森新聞2百多
侯友宜、賴清德個人頻道無直播
建議媒體人要好好想想你們的未來
民眾們該退訂的退訂吧"
@a32091022tim,2023-12-31T13:26:40Z,2,這應該是近年來最精彩的一場總統辯論會
@startingtw,2023-12-31T13:05:29Z,3,柯文哲踩踏人家的嘴臉令人噁心
@dc2430,2023-12-31T09:28:34Z,2,台灣主權的守護  還是  最信賴  民進黨 。
@user-zm3ps1vv1m,2023-12-31T09:06:03Z,1,賴>柯>侯
@lisamcgee8535,2023-12-31T07:54:48Z,2,侯太俗了，代表台灣有點丟臉😂
@lisamcgee8535,2023-12-31T07:46:47Z,22,柯完勝😂
@user-nk1mr4wq7b,2023-12-31T05:20:34Z,0,侯侯是在上台語課吧
@mikoko5753,2023-12-31T05:18:26Z,3,政見發表會是發表候選人對台灣的未來發展，和候選人能做什麼，為台灣做什麼！不是淪為口水浪費時間，賴先生的幕僚要檢討一下，不要老是用側翼文稿來回覆。你說的那些新聞都有啦😂⋯⋯
@tslow1829,2023-12-31T05:18:18Z,1,祈願台灣人民這次要覺醒，選對的人帶領國家走對的路，不能走回頭路，確要脫下「大中華膠」外套，換上西裝，走向世界，才不用向前輩們的時代在獨裁極權專制下再次被「痛醒」。🙏
@user-yq8ue7mr9i,2023-12-31T04:39:03Z,0,藍綠真的只會像小學生吵架⋯⋯只有柯回答的最實際
@user-yv9yx6zr1c,2023-12-31T04:22:46Z,0,"候市長。。。。您也在參加。。民主選舉a
那您是否也在。台獨？？？？？
哈嘍哦"
@kirby3702,2023-12-31T04:09:51Z,0,台灣可憐的是選民只聽得到柯文哲咳嗽，卻聽不到人家政策。光聽政策就知道做的最爛，接下來應該是智力測驗
@doublelin4910,2023-12-31T04:09:45Z,0,"還債9千億是真的還假的？
阿不就拍拍手好棒棒🎉"
@4206dodo,2023-12-31T04:02:25Z,0,"互相到最結果被騙,然後再哭嗎?"
@user-nf1vg5qb9q,2023-12-31T03:44:58Z,0,"現在全世界走向，是因為中國做了很多件事：
1.COVID-19被稱為武漢病毒，是因為從中國散播到全世界。
2.中國強迫清零，封城，口罩無效對外贈送，監控老百姓，到白紙革命各地開花民怨四起，要習近平下台，才毫無預警直接開放。
3.中國打壓消滅富人，共產黨入股企業，要求外企在內地做生意，必須交出技術流程，等於脫光褲子，過度干預自由經濟，面對秀才遇到兵，外資紛紛逃離中國，因為現在的中國沒有中華文化，只有貪婪的馬克斯菁英獨裁主義，所以美國民主國家為首的聯盟，直接對晶片喊卡，中國目前失業率45%，各地房價大跌，房貸付不出，有屋主惠州房價100萬，跌到15萬人民幣。
4.只要中國產出，全世界完蛋，如鋼鐵，完全不顧市場機制，大量傾銷，鋼鐵大跌到沒利潤，這種只想自己大賺不顧市場合理競爭作法，是嚴重擾亂市場秩序，目前正延燒到電動車還有成熟晶片。
5.失敗，沒秩序的中國式管理，上位公開批鬥共產黨自家人，不是被殺，被毒死，胡錦濤被請走，留下的是14億愚民，因為沒刀沒槍，只能安靜等死，這與改革開放前一摸一樣，更多的是人民存錢領不出，財產沒保障，B2B債權人被公安毒打壓制自認倒霉，大企業老闆辛苦一輩子的資產被侵佔不敢出聲，自認倒霉出場，而且現在進行式，還在發生，最可怕的是無法抗爭或答辯，沒有人權。
6.老毛在文化大革命，害死中國人民3000萬，比日本侵略還要多，多得是吃樹皮，很多中國老百姓抱怨當年苦難，現在中國的大頭目，停止改革開放，再拜毛主席，所以有錢的趕快出逃，知名演藝人員逃到美國，還有徒步偷渡美國，一直在發生。
7.馬英九到中國探親，旁邊多的是監控，至少宋省長還有面聖習皇，馬英九有嗎？只有小囉囉天天哈哈過日子，在電視看到的是委曲求全的馬英九，自稱先生，表示中華民國總統，是不被對岸中國承認及尊重，在中國的一中，是中華人民共和國，因為1949年，蔣介石敗北在中國土地，在美國授意才在臺灣繼續中華民國政權，這是歷史。
8.一帶一路，很多本來受益的國家，不是港口出借中國，就是債台高築，無法償還，參加國家各個唉唉叫，割讓港口，這種合作，在經濟疲弱的中國已經無法大筆大筆金錢投入，貧窮參與國，兩手一攤，不還了，成了冤大頭外交。
9.香港在一國兩制，變成直接控管，抗議民眾成了叛亂份子，沒有自由只要下跌的股市，3萬直接下殺到1萬多，不是跳樓大拍賣，而是可怕死循環。
所以候選人，不論那個政黨，要與中國繼續交往，等於與美國切斷合作，沒有精實國防，還要面對習皇帝的直接要求一國兩制直接統一，真的還有第二條路嗎？沒有美國支持的臺灣有中華民國嗎？請候選人用腦袋想想臺灣有籌碼嗎？
三位候選人，都有房屋土地的問題，卻只在辯論攻防，好像你們自己是法官，應該直接控告，以司法裁決，還給人民一個公平公正公開的事實，但不論對錯，但老百姓想有個家的心情，才是真正的問題，社宅蓋的太慢，因為年輕人就算租房都要到有捷運的臺北，好像其他縣市成了二等公民，沒有重點企業投資，沒有捷運帶動都市進步，這是不對的，讓房屋成了不公平的資產，應該各縣市都可以平衡發展。"
@David-gu7du,2023-12-31T03:39:15Z,0,"柯因為沒達成父親的期望回新竹當院長而哽咽 跟農地一點關係都沒有
賴為了護航自己偷蓋違建推已故父親出來鞭屍
甚至拿其他辛苦礦工後代出來坦
你的違建2003年才蓋出來 關那些礦工屁事?

賴除了賴皮 無恥 還不孝
為了個人利益消費自己父親
這種人當總統一定是災難"
@jefflu4607,2023-12-31T03:26:24Z,0,柯文哲在47:48說窮人的所得稅要課特別多？？？！
@jefflu4607,2023-12-31T03:22:11Z,0,阿猴連中文理解都有問題，他知道他在回答什麼嗎？
@hugefrank3686,2023-12-31T03:09:26Z,6,賴清德回答問題很讚，不回避、不躲閃，也不刻意抹黑。九二共識，兩岸一家親，就是共產黨的政策，就是一個中國。
@yichi8355,2023-12-31T03:09:06Z,4,1:25:39 侯只有花7秒回答問題，其他1分53秒繼續打賴😂
@user-sp7rn1nt6y,2023-12-31T02:49:13Z,2,支持賴清德，加油
@user-rv6sw7tt2t,2023-12-31T02:40:18Z,2,"既然賴副仍然主張台獨，那麼拜託請紮根全國人民作戰能力，學習以色列。
女性也需參軍役期至少兩年，全民才有能力保家衛國。

我不要拿掃帚打仗😢"
@testtesttest2879,2023-12-31T02:29:16Z,1,"台灣人民要的很簡單，就是正常的政黨輪替，如果8年來，高房價,低薪,通膨,詐騙,司法正義都沒改變甚至更嚴重，那為什麼要再投給你？世界上只有共產黨可以永遠執政，台灣人民也要效法共產黨讓做不好的政黨繼續執政嗎？做不好就是換掉才是世界潮流，這才是民主國家.藍綠執政20年了，如果拼的都是意識型態，那為何不能換人做看看？自己的命運自己選擇，不要再被政客來操作，台灣才會更好"
@Iz-run,2023-12-31T02:26:14Z,2,1:55:00 柯主席在臭郭台銘跟高虹安 不要貪太多就可以 笑死
@rodriguezzachary8722,2023-12-31T02:24:10Z,1,1:16:10 快笑死主持人那眼神猴完全沒問到柯
@candyHSU100,2023-12-31T02:23:58Z,0,賴真的睜眼說瞎話
@Iz-run,2023-12-31T02:20:56Z,0,侯市長太委屈了 新莊那篇土地賣給建商吧~~~不是賣給又昱喔
@rendyrendy7396,2023-12-31T02:16:10Z,0,柯.侯.圍攻賴明頂
@user-cz7zs3hq1w,2023-12-31T02:10:03Z,0,賴先生的回應只有否定！為了撇清而否認！不是真的清白！被謊言淹沒！是為了自己的利祿安穩而辯！
@icanhk2024,2023-12-31T02:05:54Z,1,當年，老毛把老蔣騙慘了，也是說聯合政府😂😂
@user-hk9lj6wk5q,2023-12-31T01:53:16Z,0,"看賴清德的固執個性，大家都不怕他跟大陸對著幹，引起戰爭

大多數人無美國直系親屬可以「依親」去美國避難"
@changyuyu-zr2cd,2023-12-31T01:50:37Z,1,賴蕭配躺著選就會贏，一半的人出來投票都會贏⋯⋯沒什麼好吵的！
@Iz-run,2023-12-31T01:46:03Z,0,1:15:55 99個門牌號碼 有繳房屋稅
@jingao5218,2023-12-31T01:41:36Z,0,"三位後選人 均不食人間煙火
台灣現在正在面臨的問題、困境 並非眼前所看那麼單純。
時代的產物、科技、智慧，才是適合帶領台灣走向新世代。
機器人會急速的取代人類的生活方式，這才是未來的領導者，需盡快帶領的方向。
居住問題真的有那麼困難嗎！台灣ㄧ年稅收，可以蓋房，三階段讓台灣人民擁有居住的能力，問題出在買房已自古存在的投資。當中頭彩的人，越多投資買房就越多，當然就算每個人給一間房還是會出現無房可住的人，人們ㄧ直往回頭路在走。
為何帝王時代 百姓的居住要分層級，人類的智慧跟接收能力的差別，但是平富差別不會太大，居住的是統一政府國家所有，人民是對政府給付，自然給付額就不會太貴，人人住的起。
所以推動國民住宅是越快越多越能平衡，房價亂向。而政府因該要推動低房租房及低房價房，人民有好的居住才能對國家有更多支援。
資訊科技已經成為全球化時代，唯有強化自我才是最好的方法，其他的無法防。除非建造原核防護罩，將核轉換為能量罩住台灣讓衛星無法看見。"
@user-un4du4fs2h,2023-12-31T01:36:51Z,0,侯賴大都答非所問，只有柯在好好回答問題
@JJJLH,2023-12-31T01:25:42Z,0,咳文哲的嘴到底多乾
@KW.30,2023-12-31T01:20:18Z,2,"賴清德辯論還算Decent ，但民進黨最大的弱點就是執政八年 太多破綻 卻還想持續政權 ，淺談台灣競爭力除了晶片以外 其他產業在鄰國比起來 就看得出來了 就看人民願不願意睜一隻眼閉一隻眼 再給機會了
柯文哲的辯論 除了攻擊的言語不是很贊同 其他開始有點說服力 
候友誼的魄力跟本土誠意有點感動 但國民黨的包袱有點大 黨內大老太廢"
@-orchid3911,2023-12-31T01:15:22Z,1,有一點常識邏輯和理性思考的人都不會投票給侯友宜和柯文哲吧。侯友宜多半不去回答提問而是自我放飛于不是事實地對賴清德指責，我也不認為候是有意忽略對柯文哲提問，而是候的思路邏輯上沒有這樣的水平和能力，對賴清德的提問也是要麼是賴清德反復澄清過要麼是不實。柯文哲很多論述是偷民進党或賴清德的，而且那個哭十足是表演，很無恥也對台灣的未來更危險吧。賴清德和這樣兩個人對話，如同對牛彈琴吧：人品，知識，眼界都差距太大。
@user-dh7sn6qe7m,2023-12-31T01:09:38Z,1,三立資深主持人說不要再提憲法，憲法是國家根本大法，兩岸議題不談憲法，這種素養的資深媒體人真是....
@YihYih,2023-12-31T01:08:54Z,0,"大家想選一個連中華民國憲法都不想遵守的的人出來當總統我是沒意見啦

如果大家想當叛國賊的話😂😂"
@HarleyPan,2023-12-31T00:55:41Z,0,"侯友宜，戰機飛過來，是中國的問題，怎麼會是台灣人的問題？
我們只是在房子裡看電視，有歹徒來入侵，怎麼會是怪房子裡的人？

醒醒吧"
@kissmei2002,2023-12-31T00:48:07Z,27,"給三立新聞台：為了民眾的將來有一個好的總統，現在資訊都非常透明的
，隨便轉個台，滑個手機都知道時事，

我想說：你們的其他節目跟其他台也都是我們從小看到大的，為了你們良好的電視流量，好的收視率，希望你們可以更客觀的報導事實，而不是讓我們拒看你們😢，討厭你們😢"
@user-oy5kc7ov3w,2023-12-31T00:48:05Z,1,又在賴皮
@alaado3770,2023-12-31T00:46:02Z,33,支持賴清德 疼惜侯友宜 票投柯文哲
@user-fp6im2ww2q,2023-12-31T00:44:44Z,0,柯市長你連一個老人重陽津貼都不給，這樣沒❤️心的人，還敢選總統
@kissmei2002,2023-12-31T00:42:19Z,7,"單純為了我們大家在年老了的時候能有依靠，
單純為了孩子將來長大後的教育與發展，
單純為了這個社會的良善風氣

請大家覺得要投票給一號柯文哲，一個肯為台灣做事情阿伯，在7：30上班能風雨無阻v.s 200多天不上班的態度絕對完勝

有一個好的老闆（總統），
好的員工（官員），
才有好的福利（民眾），

大家在那一天一定要投給柯文哲😊😊😊🎉🎉🎉"
@joetkerjot312,2023-12-31T00:34:07Z,17,看完辯論會，賴清德候選人把為人的素養「禮、義、廉」，表現的淋漓盡致
@janechen2554,2023-12-31T00:25:59Z,1,九二共識根本沒共識 北七
@DDSS506,2023-12-31T00:07:41Z,2,看完這個 我決定投科
@Al-ee5bg,2023-12-30T23:38:36Z,32,柯文哲就是年輕人未來的一把鑰匙，重視問題所在，解決問題！解決問題！解決問題！
@mettatt7539,2023-12-30T23:37:53Z,0,"不知道為什麼國民黨怎麼會推出這種候選人出來？話都講不清楚，他的國語也聽不懂，台語也聽不懂。
包租候講的話，SORRY，我真的聽不懂
不知道為什麼民眾黨會有這種總統候選人？在一個總統辯論會上，可以狂打狂酸別人失言要倒歉，那請問柯P，你過去的失言，怎麼從沒有聽到你的正式倒歉？只會用高標準要求別人，用低標準來看自己，雙標準。這是我最不能支持柯P的地方。没有任何講話的誠信。
不知道為什麼民進黨會推出這種候選人出來？二個人的假訊息圍攻，都不會生氣。有那麼高難度。要是我的話，我就給他們嘴二人回去了。
做一個總統候選人「誠信」是最重要的。"
@pohsenghuang3007,2023-12-30T23:06:01Z,1,高端疫苗內部會議錄音檔曝光了
@chudson5901,2023-12-30T23:04:44Z,0,如果没有大陆的强硬恐吓，我想知道，台湾有多少人是反对台独的？  怎么台独这个东西在侯的嘴里变得和毒品一样了。
@chenriin,2023-12-30T22:58:28Z,1,"16:08 你是誰派來的？
黃易派來的
16:24 黃易是童作站
15:21 懶蛋"
@chudson5901,2023-12-30T22:51:02Z,2,"It's sad that some leaders and many people in taiwan still think they can deal with china peacefully.  They keep saying they need to find a balance between US China conflict.  They don't understand one of the main goals of China is to take Taiwan,  occupy Taiwan, and this is not because of US China conflict. It is one of the reasons for US China conflict."
@linchanchg25,2023-12-30T22:19:53Z,0,人生第一次看到辯論會看稿唸的
@kidsing2719,2023-12-30T22:07:05Z,8,"投柯文哲吧 讓他改善台灣的政治環境
貪腐太嚴重了 藍綠的政治問題"
@mingyaoxu3331,2023-12-30T22:01:04Z,2,选择 柯文哲！
@SMLCE,2023-12-30T21:59:07Z,2,"很多人說柯兩岸立場不堅定、不明確、親中。但有玩過阿瓦隆就知道，你是梅林不能死，壞人在那邊囂張，你不能表態你是梅林，而是要用暗示、引導平民獲得勝利。
民進黨的概念如果我有誤解，請糾正我，他們不是認為保持好目前關係，然後想要台灣獨立嗎？甚至賴清德舉過牌子＂台灣獨立＂，既然如此台獨遲早要實現，這件事情萬惡共產黨不會注意到你是個心懷不軌的黨派嗎？ 聰明的人就會保持中立關係，何必樹立敵人？誰是梅林很清楚吧？"
@s91567abc,2023-12-30T21:51:43Z,8,民進黨8年毫無作為現在還在抗中保台...聽了有夠傻眼
@kuotai37,2023-12-30T21:51:02Z,0,"［中華民國憲法］
中國承認嗎？
最挑選中共的就是［中華民國憲法］
把大陸都納入版圖的憲法，是在討打嗎？
侯子你再挑釁中共打你"
@changchiehhuang5007,2023-12-30T21:04:32Z,0,"真的希望侯能退選
他退選贏得台灣民主政黨輪替
以及避免像韓一樣被罷免
這才是真的雙贏🥹"
@smalllight745,2023-12-30T20:42:17Z,20,支持侯友宜，心疼賴清德，票投柯文哲
@shunmingsun1083,2023-12-30T20:15:24Z,3,身为现任中华民国的副总统，清德兄没有佩戴民国徽章，不是疏忽，而是蔑视。他现任的职务不是中华民国副总统，他竞选的也非中华民国总统；如此品德，怎堪大任？
@yoshidacarolyn,2023-12-30T19:55:40Z,2,兩黨只會攻擊對方。缺乏內容和解決方案。
@yuxin4958,2023-12-30T19:53:30Z,2,侯友宜講台語我聽不懂拉哭哈哈
@hisu3,2023-12-30T19:53:06Z,0,"舉國收看的電視辯論會
他竟然將出這種話


沒有國族認同的總統候選人賴清德......

我好奇，這種人真的愛台灣嗎？

他拿什麼來愛台灣？"
@jaezannchang3703,2023-12-30T19:51:37Z,1,Ke liar.. your bad credit made us not believe  your any single word.
@i300800,2023-12-30T19:43:13Z,2,22K的國民黨到底有什麼資格說年輕人薪資低啊
@i300800,2023-12-30T19:41:13Z,1,柯文哲真的都沒變，從以前到這個辯論會， 都在持續表演 後柯文哲 打臉 前柯文哲
@meng9243,2023-12-30T19:24:35Z,1,為什麼侯一開口講話我的頭就開始痛🥲
@yuxin4958,2023-12-30T19:23:49Z,0,不管是政見還是辯論看了尷尬發作
@user-ww9si5mo1d,2023-12-30T19:15:05Z,5,聽完了，只能投柯
@Ptc417,2023-12-30T18:53:21Z,2,LAI all the way!
@nggo5294,2023-12-30T18:44:46Z,2,侯友宜的發言真的不忍直視
@yoshidacarolyn,2023-12-30T18:40:48Z,0,Very disappointed  with Mr. Hou’s speech.
@rexfu7403,2023-12-30T18:34:47Z,0,侯柯造謠大會嗎.....這是把這幾個月的謠言一次總結在這場辯論會裡面了，侯柯兩個就是不管事實只想賭人民不會查證或追真相而把票騙到手吧，這種狀態如果真的當上大位很難想像台灣到底未來還會不會存在...
@chloetsai6692,2023-12-30T18:27:09Z,0,聽不懂台語為什麼不能用公用的國語
@goGo-cp5hk,2023-12-30T18:22:26Z,1,聽侯說話怎麼會有握拳頭的念頭。一句話都說不清楚，聽的好痛苦。
@adachou,2023-12-30T18:20:45Z,1,"侯友宜說三民主義是民有、民主、民享⋯⋯大錯！
難怪沒考上大學！😂"
@amandachou2511,2023-12-30T18:19:14Z,4,"結論： 
科批： 回去當醫生
侯友宜： 回去炒地皮最適合
賴： 帶領全國人民向國際走！ 🎉🎉🎉"
@adachou,2023-12-30T18:19:10Z,0,中華民國憲法在21世紀的台灣是一部脫離現實的虛幻「憲法」，只會給台灣帶來災難！
@jaezannchang3703,2023-12-30T18:13:19Z,0,What the hell Blue people so syubborn? Its not possible  for negotiation  wirh them
@user-ww9si5mo1d,2023-12-30T18:00:21Z,5,柯P很棒
@a19928198,2023-12-30T17:59:02Z,0,"台語部分為何沒有字幕…
不是每個台灣人都會台語啊"
@adachou,2023-12-30T17:56:26Z,0,"反台獨的不能選！
侯友宜說反台獨，又說台灣的未來是由2300萬人決定，根本就是互相矛盾！"
@adachou,2023-12-30T17:55:46Z,0,柯文哲舉美國對中政策為他當選台灣總統後的對中政策，顯然是對台灣的歷史與現況認識不清，台灣不是美國啊！
@user-gp5xu5gh5c,2023-12-30T17:55:27Z,2,"認真提問 
民進黨的支持者
當你們賺不到錢 煩惱高房價,治安差的問題，以及對政府各種的不滿時
抗中保台真的重要嗎？"
@siusamho3599,2023-12-30T17:54:51Z,0,藍白一個樣-賣台，藍一直在乾賣台阻止台灣發展的勾當；白正計划賣台，要讓中國人先來佔 領一個地小，人口密度已經夠高的台灣。來打入內部，以最簡，快的方式將台灣變成香港🇭🇰
@spacetabby,2023-12-30T17:51:11Z,0,一個是一貫的答非所問，牛頭不對馬嘴。一個是不斷指鹿為馬，態度輕蔑，自以為是，還借清痰逃避問題。只有一個正常人，可以承擔大任。
@jaezannchang3703,2023-12-30T17:47:55Z,0,Only Lai  dares point out that China is our only  threatening  enemy.. obviouslt   ke snd ho are  😅Coomu ists friends
@user-ch9yx1sp3z,2023-12-30T17:46:57Z,1,"一個說謊說到自己都不認同自己的人  才會需要那麼多手勢不斷揮舞輔助
不斷要別人相信自己
反觀講真話  用真心的人  一字千金  份量價值就在那裡擺著
聽得懂  看得懂的人  自然認同  無須被拉攏"
@chunyu661014,2023-12-30T17:43:10Z,0,猴真不行，講話一付要跟人輸贏的兄弟口氣，真爛
@user-pn9ep8xo8u,2023-12-30T17:31:18Z,1,支持賴清德 你們上戰場，大家去參加自願役 戰死在戰場 老婆我幫你們養
@wangchi-8180,2023-12-30T17:30:20Z,54,柯文哲講賴功德那段有夠好笑🤣
@user-fz7ut4gg1i,2023-12-30T17:27:39Z,11,"8年前的台灣跟現在的台灣…
誰要選給民進黨😂"
@openpig,2023-12-30T17:27:33Z,4,光是放任房價漲價，藍綠問題就很大了
@Maliko-ch7op,2023-12-30T17:22:34Z,0,民進黨的國務青都比猴 蚵 口才思路立場還好
@Min-dq7li,2023-12-30T17:21:23Z,1,如果要指控別人 最基本的就是要拿出證據！
@user-sq1ho9tc1i,2023-12-30T17:17:27Z,0,侯的水準太低 應該說 根本沒水準
@user-uw8qy8xe8e,2023-12-30T17:10:54Z,2,誰管你二岸外交，台灣人經濟都沒有成長了，你們只會檯面上作秀檯面下欺負老百姓貪污！希望柯上任不要一直以來只有藍跟綠！演20多年我也看膩了
@eddiemok9774,2023-12-30T17:07:42Z,1,侯友宜不停重複強調他用數十年生命為國家服務？ 這只是廢話和話語。 試問，無論在做甚麽事，世上誰不是都在燃燒著生命？ 就算是甚麽都不做，生命之鐘就會停擺嗎？ 就算是退一萬步來看，消防員，醫務人員，軍人，礦工，探險人員，救援人員，建築工人，重型機械操作員，化工人員，貨車司機，伐木工人，保安人員，電工，馴獸師 ，民航機師，搬運工，運將，遠洋魚夫，大廈保養員，裝修工，送貨員，造船工人，潛水夫...等等等，誰不是冒生命危險換取收入的？ 同樣的，柯也不停使用相似手段，重複強調他的醫生履歷，正透露了在他潛意識裡，對【其它職業】為社會貢獻的很【不以為然】。
@Love-Taiwan,2023-12-30T16:53:50Z,6,買土地的問題，柯文哲就一直咳嗽就過了欸😂
@ponychang6144,2023-12-30T16:53:15Z,1,3粒 3粒的格局
@tzu-chienchu2316,2023-12-30T16:48:39Z,1,「兩岸一家親」讓蔡總統在世大運以中華民國總統的身分致詞，又中華民國已經是主權獨立的國家所以不需要再另外宣布台獨，又中華民國等於台灣，所以「兩岸一家親」到底為什麼跟一個中國有什麼關係？那是不是柯p在台灣與中國的外交上立功？請問這樣邏輯有錯嗎？
@kongyongcheah3226,2023-12-30T16:33:54Z,2,"Vote for VP candidate so that you all taiwanese people will experience the truth with blood and tears within the 4 years. For the last 8 years, taiwanese people have not been hurt enough to vote for new candidates."
@user-wi3cm3jk6i,2023-12-30T16:27:21Z,5,只要換侯講話都很想跳過...
@gracegrace776,2023-12-30T16:27:02Z,6,投柯😂😂😂
@runasap,2023-12-30T16:21:59Z,3,不懂台語不懂候說了什麼，不過看到評論區對候的評價，我就安心了
@jacktwofishes,2023-12-30T16:16:06Z,0,台灣以外的人都知道應該選誰，倒是一個要一國兩制台灣方案的人，一個一家親的人，台灣這麼多人支持，挺好，就投降了吧！
