author,updated_at,like_count,text
@user-rd6fi1rr1m,2023-12-30T17:37:36Z,224,其實三場政見發表會就可看出誰心中有人民，有在為國家目前所面臨的種種問題擔憂。柯所準備的政見也是三位候選人中最完整的。柯的正見都是從根本上去解決問題，沒有模糊地帶，不打高空，是從現實面去觀看整個局勢，在規劃施行政策。這才是一個有遠見，有高度，有格局的總統候選人。
@miflykai7942,2023-12-30T09:00:31Z,223,我60歲，我支持柯！
@perlabakery24,2023-12-31T08:49:04Z,223,這場辯論會很精彩。由這場辯論會我們看到了誰才是為這國家真正做事的智者和勇將。尤其是看到柯市長提到他父親的願望時梗咽了，就看得出他的父親其實很不捨自己孩子從事政治。我們人民真的要選擇一位務實，踏實，理智，科學且不貪污的柯文哲。請大家把您們神聖的一票投給一號柯文哲，和吳欣宜。
@wenhuang2415,2023-12-30T08:42:50Z,222,柯主席要保重身體，選舉消耗很多體力，您還要帶領我們一起為台灣打拼，辛苦了！ 感恩！
@ludunhi,2023-12-30T09:52:00Z,220,台灣需要新政府、新面貌、不貪腐，這次由年輕人一起出來擦亮台灣招牌，自己的未來自己照顧。【請投1號柯文哲】.......台灣不要在藍綠惡鬥下而犧牲，台灣要進步。台灣沒時間耗下去，需要清廉、有效率的新政府。
@karta1370237,2023-12-30T08:40:00Z,216,1:25:49 藍白合隱藏版第七點協議，幫忙在辯論會上打賴清德真的太好笑了，台下都跟著笑，不知道侯友宜跟賴清德的幕僚有沒有跟著笑
@yunglungchao1285,2023-12-30T09:35:04Z,215,只有柯我用原來速度聽，慢慢品嚐。另外兩位調快2.0倍速，有聽就很給面子了
@user-in9pb3zq8h,2023-12-30T08:30:48Z,213,賴清德答非所問，侯友宜避而不答，讚
@user-px2kb4fw9k,2024-01-03T11:53:43Z,213,看了柯的演講就馬上成為柯粉，活了40幾年第一次讓我堅定想去投票，希望台灣不要錯過這個真的爲人民設想的政治奇才
@peggylu888,2023-12-30T08:48:35Z,200,我不是網軍、但是我只選哲！穩贏！請柯P 保重身體！台灣人需要您
@BrainHsiao,2023-12-30T15:20:32Z,199,2024改變台灣，不是柯文哲需要我們支持，而是我們需要柯文哲來當我們的總統，希望柯盈配能讓台灣恢復正常，真正落實把國家還給人民。
@waynelin8222,2023-12-30T15:19:01Z,197,中間選民看完，全家支持柯文哲！投柯絕對不會浪費票
@user-zu7ee7xr4d,2023-12-30T08:42:38Z,197,一輩子投綠，這次聽完所有政見後改投1號，希望讓台灣有新的未來。
@cansu-ur2qs,2023-12-30T12:12:23Z,197,我是大陆人，我支持柯文哲，尤其是关于中华民国是否包括大陆的回答我特别支持柯文哲，两岸同文同种，同民族，同文化，如果有机会我希望选柯文哲作完整体的中国的总统，作两岸共同的总统。
@billtsai258,2023-12-30T08:48:12Z,196,可以看出這場柯的身體狀況不是很好一直擤鼻涕，後面也一直咳嗽真的太累了我有時也會想，我們支持者會不會給阿北太多壓力了我只能說對不起，也謝謝你願意努力回應我們的期待為了台灣的未來，請好好保重身體
@user-dy9vk8kv3g,2023-12-31T04:10:33Z,194,堅定投柯！身邊已拉6票，持續努力，平常怕製造對立不敢跟朋友拉票，這次的柯P我願意！
@aidanliu8881,2023-12-30T10:01:33Z,192,3號功德台灣，覺得沒有違建真是功德圓滿2號圓融到太油閃來閃去1號直球對決 有問必答不含糊
@F-alonso,2023-12-30T13:27:07Z,190,各位選一個讓你安心的人我選柯文哲
@user-sx1do1im4m,2023-12-30T08:33:08Z,188,柯清廉不貪污就值得選擇。把國家贏回來 把國家還給人民
@user-ky6lo1ve2j,2023-12-30T08:29:53Z,185,柯今天戰力爆表，賴跟侯整場答非所問。一個回答還回答錯人，一個整場講台語.....
@user-br2rb4rk1p,2023-12-30T10:44:33Z,185,柯文哲務實的執政態度，推動居家醫療、共融式遊具、社宅、等，8年來一步一腳印的看在眼裡，加油柯文哲，支持您。
@beautychang6635,2023-12-30T14:15:09Z,184,阿北講的最接地氣，最實際，唯一支持賢與能的柯文哲！他才是真正顧台灣的利益為優先的總統候選人！
@jminj6733,2023-12-30T13:02:51Z,183,阿伯當總統後台灣可能會有個陣痛期.....但請繼續支持  為了讓新世代下一代更好
@yingyingtsao3363,2023-12-30T18:14:24Z,182,我本來想選藍綠，後來看完這個辯論覺得柯文哲有智慧冷靜多了。看來柯文哲很適合當總統
@ch24011,2023-12-30T12:44:10Z,181,來說說我身邊的例子，我朋友本來選賴，她純粹覺得賴有總統相，但她最近改變想法了，覺得柯文哲不是只會說說而已，去台北市晃一圈就知道，那些那你哇聲連連的新公共建築、新東西，都是柯文哲的政績，今天聽她說，她會選柯文哲。
@brian800524,2023-12-30T13:36:51Z,173,唯一支持不貪污的柯文哲   票投1號 為了我們的台灣
@brian68927,2023-12-30T15:17:50Z,171,我爺爺跟隨蔣中正從大陸到台灣，我爸爸是外省第二代，我媽媽來自彰化是深深深綠本土派支持者，我從小就在藍綠兩股勢力的家庭環境下成長，台灣在民主的道路上走了30年，大家捫心自問台灣是進步還是退步抑或是原地踏步？是共融還是惡鬥？在我的觀念裡只要生長在台灣這塊土地上就是台灣人，而不是本土或外省之分，藍綠我都投過，對藍綠都抱有希望過，也都對藍綠失望過，民選總統以來，意識形態一直是選舉的主軸，也是台灣無法大步向前的絆腳石。直到柯文哲出現，我才感覺有改變的契機，拋棄意識形態台灣才有提升的可能，要不然只有內耗空轉，統獨不是現階段台灣能夠決定的議題，強化內政提高競爭力才是國家富強的主要的課題，我們需要的是有人能夠帶領台灣團結和諧共同向前，我衷心的懇求大家給柯文哲一次機會，錯過這次，台灣要改變真的很難，因為不知道什麼時候才會有另一個柯文哲出現，他不是戀棧權位的人，而是實實在在想為台灣做事的人。
@user-Gilbert-zhang,2023-12-30T11:10:27Z,171,藍白實在是太客氣了，當初賴在當立委的時候，同地區1000多戶礦宅被強拆，當時居民知道賴是礦工之子，請賴去陳情，結果賴理都不理，1000多戶被強拆，為什麼賴家沒拆?一般礦宅只10多坪，為什麼現在賴的是200多坪? 怎麼取得的? 成本多少? 有無官商勾結? 為什麼不用繳稅? 為什麼有憲兵維安?為什麼現在不願意拆? 是不是因為這塊是風水寶地，所以用信託的招數要讓人民永遠紀念牠賴家，就地合法? 之前哭哭啼啼把礦工都牽扯進來? 但當初人家怎麼請求你的? 你怎麼對人家?也不意外，因為當初南鐵400多戶的合法住宅就是因為這樣被強拆的?當初不為人民發聲? 現在要走同情票?詳細可參閱邱毅的調查說明:https://youtu.be/eLaWNBI1SFQ?si=zvN0p1GYnUsH5PAS
@eee3399,2023-12-30T13:48:54Z,169,我對柯文哲路轉粉了，必投柯文哲。。灑幣政策都不正常，錢從哪裡來….？？？？
@qachen2346,2023-12-30T18:30:15Z,168,40年沒解決的問題你不要想4年改變，但是你現在不做，40年後還是一樣。這句話講的真好，我知道阿北當選後不能馬上改變，但我想留給下一代一個能改變這個社會的機會，唯一支持1號，支持柯文哲
@DonatoAndreadamilano,2023-12-30T13:52:36Z,166,候是力排眾議頂著壓力犧牲自己給柯做球。正義善良之心讓我對他敬佩十分。
@t8555j,2023-12-30T21:43:48Z,164,深深地再次被阿北感動到了！也感謝侯侯大部分的幫忙助攻
@learninggcn1113,2023-12-30T09:05:21Z,162,感謝台視沒有剪掉部分辯論信息、期待一直這樣下去！肯定有人看你們不爽了～你們一直在努力在做台灣人的第四權利！你們是台灣這個國家媒體的對外門面！台視加油哦
@ccchou1031,2023-12-30T09:37:32Z,157,明年1/13是總統大選投票日也是我的生日，相信大家看完辯論會之後，該選誰當總統更加明朗了。對我而言，最好的生日禮物就是1號柯文哲當選中華民國總統。
@missjade0903,2023-12-30T12:10:50Z,155,感謝完整呈現三位候選人的辯論，公正公開，謝謝台視
@my6101dd22,2023-12-30T16:05:02Z,154,看完這幾場辯論 希望有在看YT網路的長輩能分享出去~ 很明顯的柯P有在認真探討台灣未來跟分析，而不是撒錢或者講一堆不切實際的政策或債留子孫...  希望長輩們能覺醒跳開藍綠~能投給為人民著想的柯P一票
@momonick0953,2023-12-30T09:47:46Z,152,柯文哲條理清楚，真的關切到人民心聲
@oldwarm,2023-12-30T13:30:39Z,150,"賴皮德閃避點滿, 侯侯其實還滿實在的, 票投誠實面對問題的柯文哲，感恩~"
@user-wj4dv1gk2n,2023-12-30T09:33:08Z,148,賴皮是怎麼把謊話說的那麼自然的
@delyun5755,2023-12-30T11:13:50Z,146,說真的不是阿伯想當總統，而是我們台灣需要阿伯來擔任總統，帶領我們終結藍綠貪污腐敗的惡鬥，走向一個嶄新的政治文化，希望理智的選民們明年一人多拉幾票，送阿伯7：30準時進總統府上工！
@user-uo8uw1jk7i,2023-12-30T12:04:09Z,145,下架藍綠迎向新台灣！柯文哲加油
@wendichWG,2023-12-30T09:27:23Z,143,唯1支持柯文哲，改變台灣，帶領國家正常化！
@kt.5341,2023-12-30T11:38:32Z,143,我覺得這個辯論會好像兩個小朋友在吵架然後一個大人很認真的在回答問題哈哈哈
@xychen9339,2024-01-01T13:04:03Z,143,我是北京人，看了这个辩论会的感受，想跟台湾的朋友们分享一下。无论选谁，你们有的选，你们手里的选票就是最伟大的权力。维护你们手里的这个权力和力量，是我这个和平邻人的最大期望。
@taiwaneseinscotland,2023-12-30T13:59:08Z,142,柯文哲真的是跳脫藍綠！看看過去哪個藍綠候選人跟他一樣，真正講政見 頭腦清楚 肯做事 不貪污！。台灣的希望 唯一支持柯文哲！
@JT-oq8zv,2023-12-30T17:05:29Z,142,辯論會辦得真好主持人堪稱完美KP當上辯論模範生
@Kuso259,2023-12-30T13:26:38Z,140,聽功德院長說話真的會血壓飆升
@dory4713,2023-12-30T14:22:51Z,140,因為我不是台北人知道阿北每天認真的工作很羨慕台北人我們在偏鄉也很想感受那份國家給我們的照顧與改變讓認真的阿北進去總統府當個認真的總統帶領我們用正面的態度一起努力接下來的日子總統都這麼認真上班了我們有什麼能不努力的台灣 加油
@ayawooo,2023-12-30T11:47:42Z,139,我希望還沒有想法的人，可以看看三場發表+一場辯論，因為這完全沒有任何包裝、濾鏡，原汁原味呈現候選人最原本的模樣我看完之後的結論跟半年前一樣，我支持親聯勤政、愛民愛鄉土的柯文哲，有很多人試圖想要抹炒地皮的事件，但只要有點常識都知道，長期持有，沒有買賣，根本不叫炒地皮而想要散播這種認知的那一方到底有何居心? 我想很清楚，你們越是這樣，只會越被唾棄
@user-qz2iq1qt8i,2023-12-31T02:58:09Z,137,一次投馬一次投蔡 兩次都失望這次我選擇投給柯
@Annabelle-2014,2023-12-30T08:26:56Z,136,第二個記者提問: 賴神約習近平吃飯+珍奶，但對方已讀不回，接下來怎麼做? 賴沒有問答第三個記者提問: 房產問題，貧富差距問題。賴沒有明確問答第四個記者提問: 是否同意憲法賴開始賣芒果乾第四個記者提問: 大陸滲透，賣台技術罰責太輕賴繼續賣芒果乾
@fredhuang9367,2023-12-30T13:17:11Z,134,柯根本完勝，真的沒理由選其它兩個。賴跟侯就是傳統政治人物，柯比較像代表素人的代表。
@user-dn9kx6lr1l,2023-12-30T08:38:22Z,134,柯文哲最有智慧、政見最好、最務實、愛人民，唯一支持柯文哲！辯論中只有柯文哲最厲害針對問題回答，直球對決，詰問時問的超好，今天的辯論很精彩！
@supp0rt666,2023-12-30T08:47:42Z,133,回想到之前柯選市長發言，看到流淚！流淚的原因很簡單：他講的話我聽得懂！
@user-qh8yl6ej3l,2023-12-30T08:28:21Z,132,這次辯完，柯至少多3%民意
@YUANLI_ART,2023-12-30T09:45:42Z,132,超派威阿北他平常就有在演講 都有在訓練口才超好
@whitetulip23,2023-12-31T03:32:12Z,131,不得不說三場政見一場辯論，侯市長真的有在慢慢被新政治改變，從第一場藍綠互鬥，到第二場講一輪鬥兩論，最後辯論結尾認同與欣賞柯主席！改變正在發生 
@user-in2is5cm6o,2023-12-30T10:29:11Z,130,請大家支持柯文哲只有柯文哲在為台灣發聲
@shuifengjou-7186,2023-12-30T12:58:24Z,129,柯文哲才能出眾  最適合總統大位(本人壯世代)
